condition,distance,structure,path,raw_probability,unattested_ngrams,dependency,n_gram,bootstrap_sample
EQ-object,Short,noIsland,"['start', 'OBJ', 'end']",0.012625285833565569,[],RC,Bigram,740
EQ-object,Short,Island,"['start', 'OBJ', 'end']",0.012625285833565569,[],RC,Bigram,740
EQ-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.003204426946773e-07,[],RC,Bigram,740
EQ-object,Long,Island,"['start', 'COMP_wh-int', 'OBJ', 'end']",5.412967842480149e-10,[],RC,Bigram,740
Whether-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03826160962777434,[],RC,Bigram,740
Whether-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03826160962777434,[],RC,Bigram,740
Whether-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",9.30439733653671e-08,[],RC,Bigram,740
Whether-subject,Long,Island,"['start', 'COMP_pol-int', 'SUBJ', 'end']",5.059649245765596e-10,[],RC,Bigram,740
Whether-object,Short,noIsland,"['start', 'OBJ', 'end']",0.012625285833565569,[],RC,Bigram,740
Whether-object,Short,Island,"['start', 'OBJ', 'end']",0.012625285833565569,[],RC,Bigram,740
Whether-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.003204426946773e-07,[],RC,Bigram,740
Whether-object,Long,Island,"['start', 'COMP_pol-int', 'OBJ', 'end']",3.566684237293122e-10,[],RC,Bigram,740
Adjunct,Short,noIsland,"['start', 'SUBJ', 'end']",0.03826160962777434,[],RC,Bigram,740
Adjunct,Short,Island,"['start', 'SUBJ', 'end']",0.03826160962777434,[],RC,Bigram,740
Adjunct,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.003204426946773e-07,[],RC,Bigram,740
Adjunct,Long,Island,"['start', 'ADJUNCT_adv', 'OBJ', 'end']",4.19609910269779e-12,"[('start', 'ADJUNCT_adv'), ('ADJUNCT_adv', 'OBJ')]",RC,Bigram,740
RC-predlink,Short,noIsland,"['start', 'SUBJ', 'end']",0.03826160962777434,[],RC,Bigram,740
RC-predlink,Short,Island,"['start', 'PREDLINK', 'end']",0.00020364033584081303,[],RC,Bigram,740
RC-predlink,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.003204426946773e-07,[],RC,Bigram,740
RC-predlink,Long,Island,"['start', 'ADJUNCT_rel', 'OBJ', 'end']",4.19609910269779e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'OBJ')]",RC,Bigram,740
RC-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03826160962777434,[],RC,Bigram,740
RC-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03826160962777434,[],RC,Bigram,740
RC-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",9.30439733653671e-08,[],RC,Bigram,740
RC-subject,Long,Island,"['start', 'ADJUNCT_rel', 'SUBJ', 'end']",5.952528524430113e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'SUBJ')]",RC,Bigram,740
RC-Pcomp,Short,noIsland,"['start', 'SUBJ', 'end']",0.03826160962777434,[],RC,Bigram,740
RC-Pcomp,Short,Island,"['start', 'SUBJ', 'end']",0.03826160962777434,[],RC,Bigram,740
RC-Pcomp,Long,noIsland,"['start', 'COMP_nominal', 'ADJUNCT', 'OBJ', 'end']",1.593741087434433e-09,[],RC,Bigram,740
RC-Pcomp,Long,Island,"['start', 'ADJUNCT_rel', 'ADJUNCT', 'OBJ', 'end']",1.0951288994945597e-13,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'ADJUNCT')]",RC,Bigram,740
Subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.036861617140180915,[],RC,Bigram,741
Subject,Short,Island,"['start', 'SUBJ', 'end']",0.036861617140180915,[],RC,Bigram,741
Subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",8.036150887808515e-08,[],RC,Bigram,741
Subject,Long,Island,"['start', 'COMP_nominal', 'SUBJ', 'ADJUNCT', 'OBJ', 'end']",7.705178116057063e-15,"[('SUBJ', 'ADJUNCT')]",RC,Bigram,741
CNP,Short,noIsland,"['start', 'SUBJ', 'end']",0.036861617140180915,[],RC,Bigram,741
CNP,Short,Island,"['start', 'SUBJ', 'end']",0.036861617140180915,[],RC,Bigram,741
CNP,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.14885094742962e-07,[],RC,Bigram,741
CNP,Long,Island,"['start', 'OBJ', 'COMP_nominal', 'OBJ', 'end']",6.822948289128227e-11,"[('OBJ', 'COMP_nominal')]",RC,Bigram,741
EQ,Short,noIsland,"['start', 'SUBJ', 'end']",0.036861617140180915,[],RC,Bigram,741
EQ,Short,Island,"['start', 'SUBJ', 'end']",0.036861617140180915,[],RC,Bigram,741
EQ,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",8.036150887808515e-08,[],RC,Bigram,741
EQ,Long,Island,"['start', 'COMP_wh-int', 'SUBJ', 'end']",4.8241464617929314e-09,[],RC,Bigram,741
EQ-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013492868404207018,[],RC,Bigram,741
EQ-object,Short,Island,"['start', 'OBJ', 'end']",0.013492868404207018,[],RC,Bigram,741
EQ-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.14885094742962e-07,[],RC,Bigram,741
EQ-object,Long,Island,"['start', 'COMP_wh-int', 'OBJ', 'end']",5.39086255266268e-10,[],RC,Bigram,741
Whether-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.036861617140180915,[],RC,Bigram,741
Whether-subject,Short,Island,"['start', 'SUBJ', 'end']",0.036861617140180915,[],RC,Bigram,741
Whether-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",8.036150887808515e-08,[],RC,Bigram,741
Whether-subject,Long,Island,"['start', 'COMP_pol-int', 'SUBJ', 'end']",1.9296585847171723e-10,[],RC,Bigram,741
Whether-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013492868404207018,[],RC,Bigram,741
Whether-object,Short,Island,"['start', 'OBJ', 'end']",0.013492868404207018,[],RC,Bigram,741
Whether-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.14885094742962e-07,[],RC,Bigram,741
Whether-object,Long,Island,"['start', 'COMP_pol-int', 'OBJ', 'end']",2.371979523171579e-10,[],RC,Bigram,741
Adjunct,Short,noIsland,"['start', 'SUBJ', 'end']",0.036861617140180915,[],RC,Bigram,741
Adjunct,Short,Island,"['start', 'SUBJ', 'end']",0.036861617140180915,[],RC,Bigram,741
Adjunct,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.14885094742962e-07,[],RC,Bigram,741
Adjunct,Long,Island,"['start', 'ADJUNCT_adv', 'OBJ', 'end']",4.312690042130143e-12,"[('start', 'ADJUNCT_adv'), ('ADJUNCT_adv', 'OBJ')]",RC,Bigram,741
RC-predlink,Short,noIsland,"['start', 'SUBJ', 'end']",0.036861617140180915,[],RC,Bigram,741
RC-predlink,Short,Island,"['start', 'PREDLINK', 'end']",0.0001740606593499606,[],RC,Bigram,741
RC-predlink,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.14885094742962e-07,[],RC,Bigram,741
RC-predlink,Long,Island,"['start', 'ADJUNCT_rel', 'OBJ', 'end']",4.312690042130143e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'OBJ')]",RC,Bigram,741
RC-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.036861617140180915,[],RC,Bigram,741
RC-subject,Short,Island,"['start', 'SUBJ', 'end']",0.036861617140180915,[],RC,Bigram,741
RC-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",8.036150887808515e-08,[],RC,Bigram,741
RC-subject,Long,Island,"['start', 'ADJUNCT_rel', 'SUBJ', 'end']",5.847450256718703e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'SUBJ')]",RC,Bigram,741
RC-Pcomp,Short,noIsland,"['start', 'SUBJ', 'end']",0.036861617140180915,[],RC,Bigram,741
RC-Pcomp,Short,Island,"['start', 'SUBJ', 'end']",0.036861617140180915,[],RC,Bigram,741
RC-Pcomp,Long,noIsland,"['start', 'COMP_nominal', 'ADJUNCT', 'OBJ', 'end']",1.7103209548138918e-09,[],RC,Bigram,741
RC-Pcomp,Long,Island,"['start', 'ADJUNCT_rel', 'ADJUNCT', 'OBJ', 'end']",1.0839222731566587e-13,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'ADJUNCT')]",RC,Bigram,741
Subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03727463554505214,[],RC,Bigram,742
Subject,Short,Island,"['start', 'SUBJ', 'end']",0.03727463554505214,[],RC,Bigram,742
Subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",7.859604976399916e-08,[],RC,Bigram,742
Subject,Long,Island,"['start', 'COMP_nominal', 'SUBJ', 'ADJUNCT', 'OBJ', 'end']",7.513403013557697e-15,"[('SUBJ', 'ADJUNCT')]",RC,Bigram,742
CNP,Short,noIsland,"['start', 'SUBJ', 'end']",0.03727463554505214,[],RC,Bigram,742
CNP,Short,Island,"['start', 'SUBJ', 'end']",0.03727463554505214,[],RC,Bigram,742
CNP,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.104612277978722e-07,[],RC,Bigram,742
CNP,Long,Island,"['start', 'OBJ', 'COMP_nominal', 'OBJ', 'end']",6.767777546712198e-11,"[('OBJ', 'COMP_nominal')]",RC,Bigram,742
EQ,Short,noIsland,"['start', 'SUBJ', 'end']",0.03727463554505214,[],RC,Bigram,742
EQ,Short,Island,"['start', 'SUBJ', 'end']",0.03727463554505214,[],RC,Bigram,742
EQ,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",7.859604976399916e-08,[],RC,Bigram,742
EQ,Long,Island,"['start', 'COMP_wh-int', 'SUBJ', 'end']",1.2437758716861818e-08,[],RC,Bigram,742
EQ-object,Short,noIsland,"['start', 'OBJ', 'end']",0.012982022807631137,[],RC,Bigram,742
EQ-object,Short,Island,"['start', 'OBJ', 'end']",0.012982022807631137,[],RC,Bigram,742
EQ-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.104612277978722e-07,[],RC,Bigram,742
EQ-object,Long,Island,"['start', 'COMP_wh-int', 'OBJ', 'end']",1.913572157565838e-10,"[('COMP_wh-int', 'OBJ')]",RC,Bigram,742
Whether-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03727463554505214,[],RC,Bigram,742
Whether-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03727463554505214,[],RC,Bigram,742
Whether-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",7.859604976399916e-08,[],RC,Bigram,742
Whether-subject,Long,Island,"['start', 'COMP_pol-int', 'SUBJ', 'end']",1.940643204049362e-10,[],RC,Bigram,742
Whether-object,Short,noIsland,"['start', 'OBJ', 'end']",0.012982022807631137,[],RC,Bigram,742
Whether-object,Short,Island,"['start', 'OBJ', 'end']",0.012982022807631137,[],RC,Bigram,742
Whether-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.104612277978722e-07,[],RC,Bigram,742
Whether-object,Long,Island,"['start', 'COMP_pol-int', 'OBJ', 'end']",1.4032862488816146e-10,[],RC,Bigram,742
Adjunct,Short,noIsland,"['start', 'SUBJ', 'end']",0.03727463554505214,[],RC,Bigram,742
Adjunct,Short,Island,"['start', 'SUBJ', 'end']",0.03727463554505214,[],RC,Bigram,742
Adjunct,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.104612277978722e-07,[],RC,Bigram,742
Adjunct,Long,Island,"['start', 'ADJUNCT_adv', 'OBJ', 'end']",4.252382572368529e-12,"[('start', 'ADJUNCT_adv'), ('ADJUNCT_adv', 'OBJ')]",RC,Bigram,742
RC-predlink,Short,noIsland,"['start', 'SUBJ', 'end']",0.03727463554505214,[],RC,Bigram,742
RC-predlink,Short,Island,"['start', 'PREDLINK', 'end']",0.00019939777092283366,[],RC,Bigram,742
RC-predlink,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",4.104612277978722e-07,[],RC,Bigram,742
RC-predlink,Long,Island,"['start', 'ADJUNCT_rel', 'OBJ', 'end']",4.252382572368529e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'OBJ')]",RC,Bigram,742
RC-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03727463554505214,[],RC,Bigram,742
RC-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03727463554505214,[],RC,Bigram,742
RC-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",7.859604976399916e-08,[],RC,Bigram,742
RC-subject,Long,Island,"['start', 'ADJUNCT_rel', 'SUBJ', 'end']",5.880736981967764e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'SUBJ')]",RC,Bigram,742
RC-Pcomp,Short,noIsland,"['start', 'SUBJ', 'end']",0.03727463554505214,[],RC,Bigram,742
RC-Pcomp,Short,Island,"['start', 'SUBJ', 'end']",0.03727463554505214,[],RC,Bigram,742
RC-Pcomp,Long,noIsland,"['start', 'COMP_nominal', 'ADJUNCT', 'OBJ', 'end']",1.0225674715647457e-09,[],RC,Bigram,742
RC-Pcomp,Long,Island,"['start', 'ADJUNCT_rel', 'ADJUNCT', 'OBJ', 'end']",1.0872594062357746e-13,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'ADJUNCT')]",RC,Bigram,742
Subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.038079530362843145,[],RC,Bigram,743
Subject,Short,Island,"['start', 'SUBJ', 'end']",0.038079530362843145,[],RC,Bigram,743
Subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",7.551614458256196e-08,[],RC,Bigram,743
Subject,Long,Island,"['start', 'COMP_nominal', 'SUBJ', 'ADJUNCT', 'OBJ', 'end']",7.14912627291398e-15,"[('SUBJ', 'ADJUNCT')]",RC,Bigram,743
CNP,Short,noIsland,"['start', 'SUBJ', 'end']",0.038079530362843145,[],RC,Bigram,743
CNP,Short,Island,"['start', 'SUBJ', 'end']",0.038079530362843145,[],RC,Bigram,743
CNP,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.3922225780742063e-07,[],RC,Bigram,743
CNP,Long,Island,"['start', 'OBJ', 'COMP_nominal', 'OBJ', 'end']",5.52145048714004e-11,"[('OBJ', 'COMP_nominal')]",RC,Bigram,743
EQ,Short,noIsland,"['start', 'SUBJ', 'end']",0.038079530362843145,[],RC,Bigram,743
EQ,Short,Island,"['start', 'SUBJ', 'end']",0.038079530362843145,[],RC,Bigram,743
EQ,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",7.551614458256196e-08,[],RC,Bigram,743
EQ,Long,Island,"['start', 'COMP_wh-int', 'SUBJ', 'end']",1.2553255750331995e-08,[],RC,Bigram,743
EQ-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013086740573099841,[],RC,Bigram,743
EQ-object,Short,Island,"['start', 'OBJ', 'end']",0.013086740573099841,[],RC,Bigram,743
EQ-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.3922225780742063e-07,[],RC,Bigram,743
EQ-object,Long,Island,"['start', 'COMP_wh-int', 'OBJ', 'end']",5.497515202095161e-10,[],RC,Bigram,743
Whether-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.038079530362843145,[],RC,Bigram,743
Whether-subject,Short,Island,"['start', 'SUBJ', 'end']",0.038079530362843145,[],RC,Bigram,743
Whether-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",7.551614458256196e-08,[],RC,Bigram,743
Whether-subject,Long,Island,"['start', 'COMP_pol-int', 'SUBJ', 'end']",6.553669352332792e-11,"[('COMP_pol-int', 'SUBJ')]",RC,Bigram,743
Whether-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013086740573099841,[],RC,Bigram,743
Whether-object,Short,Island,"['start', 'OBJ', 'end']",0.013086740573099841,[],RC,Bigram,743
Whether-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.3922225780742063e-07,[],RC,Bigram,743
Whether-object,Long,Island,"['start', 'COMP_pol-int', 'OBJ', 'end']",4.6878036607012994e-11,"[('COMP_pol-int', 'OBJ')]",RC,Bigram,743
Adjunct,Short,noIsland,"['start', 'SUBJ', 'end']",0.038079530362843145,[],RC,Bigram,743
Adjunct,Short,Island,"['start', 'SUBJ', 'end']",0.038079530362843145,[],RC,Bigram,743
Adjunct,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.3922225780742063e-07,[],RC,Bigram,743
Adjunct,Long,Island,"['start', 'ADJUNCT_adv', 'OBJ', 'end']",4.261639691546636e-12,"[('start', 'ADJUNCT_adv'), ('ADJUNCT_adv', 'OBJ')]",RC,Bigram,743
RC-predlink,Short,noIsland,"['start', 'SUBJ', 'end']",0.038079530362843145,[],RC,Bigram,743
RC-predlink,Short,Island,"['start', 'PREDLINK', 'end']",0.00019463423618775843,[],RC,Bigram,743
RC-predlink,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.3922225780742063e-07,[],RC,Bigram,743
RC-predlink,Long,Island,"['start', 'ADJUNCT_rel', 'OBJ', 'end']",4.261639691546636e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'OBJ')]",RC,Bigram,743
RC-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.038079530362843145,[],RC,Bigram,743
RC-subject,Short,Island,"['start', 'SUBJ', 'end']",0.038079530362843145,[],RC,Bigram,743
RC-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",7.551614458256196e-08,[],RC,Bigram,743
RC-subject,Long,Island,"['start', 'ADJUNCT_rel', 'SUBJ', 'end']",5.957881229393447e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'SUBJ')]",RC,Bigram,743
RC-Pcomp,Short,noIsland,"['start', 'SUBJ', 'end']",0.038079530362843145,[],RC,Bigram,743
RC-Pcomp,Short,Island,"['start', 'SUBJ', 'end']",0.038079530362843145,[],RC,Bigram,743
RC-Pcomp,Long,noIsland,"['start', 'COMP_nominal', 'ADJUNCT', 'OBJ', 'end']",2.261704164895238e-09,[],RC,Bigram,743
RC-Pcomp,Long,Island,"['start', 'ADJUNCT_rel', 'ADJUNCT', 'OBJ', 'end']",1.0880377952062528e-13,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'ADJUNCT')]",RC,Bigram,743
Subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03720154549689848,[],RC,Bigram,744
Subject,Short,Island,"['start', 'SUBJ', 'end']",0.03720154549689848,[],RC,Bigram,744
Subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",9.778264803698807e-08,[],RC,Bigram,744
Subject,Long,Island,"['start', 'COMP_nominal', 'SUBJ', 'ADJUNCT', 'OBJ', 'end']",9.218674905772985e-15,"[('SUBJ', 'ADJUNCT')]",RC,Bigram,744
CNP,Short,noIsland,"['start', 'SUBJ', 'end']",0.03720154549689848,[],RC,Bigram,744
CNP,Short,Island,"['start', 'SUBJ', 'end']",0.03720154549689848,[],RC,Bigram,744
CNP,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.8645355905792293e-07,[],RC,Bigram,744
CNP,Long,Island,"['start', 'OBJ', 'COMP_nominal', 'OBJ', 'end']",6.359873066863724e-11,"[('OBJ', 'COMP_nominal')]",RC,Bigram,744
EQ,Short,noIsland,"['start', 'SUBJ', 'end']",0.03720154549689848,[],RC,Bigram,744
EQ,Short,Island,"['start', 'SUBJ', 'end']",0.03720154549689848,[],RC,Bigram,744
EQ,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",9.778264803698807e-08,[],RC,Bigram,744
EQ,Long,Island,"['start', 'COMP_wh-int', 'SUBJ', 'end']",1.532216805495548e-08,[],RC,Bigram,744
EQ-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013248980315117731,[],RC,Bigram,744
EQ-object,Short,Island,"['start', 'OBJ', 'end']",0.013248980315117731,[],RC,Bigram,744
EQ-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.8645355905792293e-07,[],RC,Bigram,744
EQ-object,Long,Island,"['start', 'COMP_wh-int', 'OBJ', 'end']",1.0945017888176012e-09,[],RC,Bigram,744
Whether-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03720154549689848,[],RC,Bigram,744
Whether-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03720154549689848,[],RC,Bigram,744
Whether-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",9.778264803698807e-08,[],RC,Bigram,744
Whether-subject,Long,Island,"['start', 'COMP_pol-int', 'SUBJ', 'end']",2.945437919061029e-11,"[('COMP_pol-int', 'SUBJ')]",RC,Bigram,744
Whether-object,Short,noIsland,"['start', 'OBJ', 'end']",0.013248980315117731,[],RC,Bigram,744
Whether-object,Short,Island,"['start', 'OBJ', 'end']",0.013248980315117731,[],RC,Bigram,744
Whether-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.8645355905792293e-07,[],RC,Bigram,744
Whether-object,Long,Island,"['start', 'COMP_pol-int', 'OBJ', 'end']",2.146081938858041e-11,"[('COMP_pol-int', 'OBJ')]",RC,Bigram,744
Adjunct,Short,noIsland,"['start', 'SUBJ', 'end']",0.03720154549689848,[],RC,Bigram,744
Adjunct,Short,Island,"['start', 'SUBJ', 'end']",0.03720154549689848,[],RC,Bigram,744
Adjunct,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.8645355905792293e-07,[],RC,Bigram,744
Adjunct,Long,Island,"['start', 'ADJUNCT_adv', 'OBJ', 'end']",4.292163877716082e-12,"[('start', 'ADJUNCT_adv'), ('ADJUNCT_adv', 'OBJ')]",RC,Bigram,744
RC-predlink,Short,noIsland,"['start', 'SUBJ', 'end']",0.03720154549689848,[],RC,Bigram,744
RC-predlink,Short,Island,"['start', 'PREDLINK', 'end']",0.00019139760919060548,[],RC,Bigram,744
RC-predlink,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",3.8645355905792293e-07,[],RC,Bigram,744
RC-predlink,Long,Island,"['start', 'ADJUNCT_rel', 'OBJ', 'end']",4.292163877716082e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'OBJ')]",RC,Bigram,744
RC-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03720154549689848,[],RC,Bigram,744
RC-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03720154549689848,[],RC,Bigram,744
RC-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",9.778264803698807e-08,[],RC,Bigram,744
RC-subject,Long,Island,"['start', 'ADJUNCT_rel', 'SUBJ', 'end']",5.890875838122059e-12,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'SUBJ')]",RC,Bigram,744
RC-Pcomp,Short,noIsland,"['start', 'SUBJ', 'end']",0.03720154549689848,[],RC,Bigram,744
RC-Pcomp,Short,Island,"['start', 'SUBJ', 'end']",0.03720154549689848,[],RC,Bigram,744
RC-Pcomp,Long,noIsland,"['start', 'COMP_nominal', 'ADJUNCT', 'OBJ', 'end']",1.6722829923653954e-09,[],RC,Bigram,744
RC-Pcomp,Long,Island,"['start', 'ADJUNCT_rel', 'ADJUNCT', 'OBJ', 'end']",1.0724575080904221e-13,"[('start', 'ADJUNCT_rel'), ('ADJUNCT_rel', 'ADJUNCT')]",RC,Bigram,744
Subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03758688328280686,[],RC,Bigram,745
Subject,Short,Island,"['start', 'SUBJ', 'end']",0.03758688328280686,[],RC,Bigram,745
Subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0100274106583003e-07,[],RC,Bigram,745
Subject,Long,Island,"['start', 'COMP_nominal', 'SUBJ', 'ADJUNCT', 'OBJ', 'end']",9.516186276619376e-15,"[('SUBJ', 'ADJUNCT')]",RC,Bigram,745
CNP,Short,noIsland,"['start', 'SUBJ', 'end']",0.03758688328280686,[],RC,Bigram,745
CNP,Short,Island,"['start', 'SUBJ', 'end']",0.03758688328280686,[],RC,Bigram,745
CNP,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",5.731009185447286e-07,[],RC,Bigram,745
CNP,Long,Island,"['start', 'OBJ', 'COMP_nominal', 'OBJ', 'end']",8.101207299388601e-11,"[('OBJ', 'COMP_nominal')]",RC,Bigram,745
EQ,Short,noIsland,"['start', 'SUBJ', 'end']",0.03758688328280686,[],RC,Bigram,745
EQ,Short,Island,"['start', 'SUBJ', 'end']",0.03758688328280686,[],RC,Bigram,745
EQ,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0100274106583003e-07,[],RC,Bigram,745
EQ,Long,Island,"['start', 'COMP_wh-int', 'SUBJ', 'end']",8.532694535331231e-09,[],RC,Bigram,745
EQ-object,Short,noIsland,"['start', 'OBJ', 'end']",0.01330325697005987,[],RC,Bigram,745
EQ-object,Short,Island,"['start', 'OBJ', 'end']",0.01330325697005987,[],RC,Bigram,745
EQ-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",5.731009185447286e-07,[],RC,Bigram,745
EQ-object,Long,Island,"['start', 'COMP_wh-int', 'OBJ', 'end']",5.015056316592241e-10,[],RC,Bigram,745
Whether-subject,Short,noIsland,"['start', 'SUBJ', 'end']",0.03758688328280686,[],RC,Bigram,745
Whether-subject,Short,Island,"['start', 'SUBJ', 'end']",0.03758688328280686,[],RC,Bigram,745
Whether-subject,Long,noIsland,"['start', 'COMP_nominal', 'SUBJ', 'end']",1.0100274106583003e-07,[],RC,Bigram,745
Whether-subject,Long,Island,"['start', 'COMP_pol-int', 'SUBJ', 'end']",8.869744839221654e-11,[],RC,Bigram,745
Whether-object,Short,noIsland,"['start', 'OBJ', 'end']",0.01330325697005987,[],RC,Bigram,745
Whether-object,Short,Island,"['start', 'OBJ', 'end']",0.01330325697005987,[],RC,Bigram,745
Whether-object,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",5.731009185447286e-07,[],RC,Bigram,745
Whether-object,Long,Island,"['start', 'COMP_pol-int', 'OBJ', 'end']",2.1431864600821546e-11,"[('COMP_pol-int', 'OBJ')]",RC,Bigram,745
Adjunct,Short,noIsland,"['start', 'SUBJ', 'end']",0.03758688328280686,[],RC,Bigram,745
Adjunct,Short,Island,"['start', 'SUBJ', 'end']",0.03758688328280686,[],RC,Bigram,745
Adjunct,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",5.731009185447286e-07,[],RC,Bigram,745
Adjunct,Long,Island,"['start', 'ADJUNCT_adv', 'OBJ', 'end']",4.286372920164309e-12,"[('start', 'ADJUNCT_adv'), ('ADJUNCT_adv', 'OBJ')]",RC,Bigram,745
RC-predlink,Short,noIsland,"['start', 'SUBJ', 'end']",0.03758688328280686,[],RC,Bigram,745
RC-predlink,Short,Island,"['start', 'PREDLINK', 'end']",0.00019836236358342394,[],RC,Bigram,745
RC-predlink,Long,noIsland,"['start', 'COMP_nominal', 'OBJ', 'end']",5.731009185447286e-07,[],RC,Bigram,745
